Name,Season,Minutes,Goals,xG,xGOT,Shots,SoT,SoT%,nP Goals,nPxG,np Shots,Open Play Goals,Open Play xG,Open Play Shots,From Corner Goals,From Corner xG,From Corner Shots,Set Piece Goals,Set Piece xG,Set Piece Shots,Right Foot Goals,Right Foot xG,Right Foot Shots,Left Foot Goals,Left Foot xG,Left Foot Shots,Head Goals,Head xG,Head Shots,Goal_p90,xG_p90,Shots_p90,np Goals_p90,npxG_p90
Erling Haaland,2020-2021,2403,27,23.6,17.67,92,52,56.52,25,20.57,88,25,19.43,80,0,0.17,2,0,0.97,6,2,2.76,9,24,19.7,73,1,1.13,10,1.01,0.88,3.45,0.94,0.77
